year,geo_name,geo,naics_name,naics,num_ppl,num_ppl_moe,num_ppl_rca,avg_wage,avg_wage_moe
2014,United States,01000US,Construction,23,7499484,29442.3,1,45566.9,160.935
2014,United States,01000US,Construction,23,7499484,29442.3,1,45566.9,160.935
2014,United States,01000US,Construction,23,7499484,29442.3,1,45566.9,160.935
2014,United States,01000US,Management of companies & enterprises,55,105767,2772.02,1,90308,2145.78
2014,United States,01000US,Management of companies & enterprises,55,105767,2772.02,1,90308,2145.78
2014,United States,01000US,Farming,111,837437,10419.5,1,29566.8,368.01
2014,United States,01000US,Animal production & aquaculture,112,406654,5818.17,1,30339,481.664
2014,United States,01000US,"Fishing, hunting & trapping",114,30205,1623.23,1,41966.3,2387.48
2014,United States,01000US,Support activities for agriculture & forestry,115,126612,3853.9,1,32619.6,874.68
2014,United States,01000US,Oil & gas extraction,211,94903,2333.8,1,96233.2,2181.51
2014,United States,01000US,Support activities for mining,213,504382,6439.41,1,77942.7,831.858
2014,United States,01000US,Furniture & related product manufacturing,337,397484,6247.9,1,37946.1,533.427
2014,United States,01000US,Furniture & home furnishings stores,442,482674,6962.84,1,36689.7,498.964
2014,United States,01000US,Gasoline stations,447,489863,6310.67,1,25164.1,517.032
2014,United States,01000US,Air transportation,481,524885,8386.14,1,59699.5,613.298
2014,United States,01000US,Rail transportation,482,246025,5574.21,1,66237.3,625.644
2014,United States,01000US,Water transportation,483,74084,2377.56,1,66295.8,1934.79
2014,United States,01000US,Truck transportation,484,1502722,12193.8,1,44424.4,288.313
2014,United States,01000US,Pipeline transportation,486,53770,1773.6,1,82836.9,2278.48
2014,United States,01000US,Scenic & sightseeing transportation,487,29735,1646.04,1,33214.8,2026.54
2014,United States,01000US,Services incidental to transportation,488,700966,8380.71,1,49807.1,459.645
2014,United States,01000US,Postal Service,491,673751,8277.64,1,51280.6,280.714
2014,United States,01000US,Couriers & messengers,492,632380,6970.63,1,44135,482.912
2014,United States,01000US,Warehousing & storage,493,351826,6396.8,1,32852.5,518.954
2014,United States,01000US,Broadcasting (except internet),515,551917,6693.65,1,62009.1,738.653
2014,United States,01000US,Insurance carriers & related activities,524,2429893,13634,1,66815,352.154
2014,United States,01000US,Real estate,531,1953583,14347.1,1,52346.1,356.337
2014,United States,01000US,Waste management & remediation services,562,447333,6428.75,1,44680.7,567.343
2014,United States,01000US,Hospitals,622,6711554,29790.6,1,59967.8,212.599
2014,United States,01000US,"Performing arts, spectator sports & related industries",711,497046,6658.6,1,46669.7,915.535
2014,United States,01000US,"Museums, art galleries, historical sites, & similar institutions",712,370602,5510.19,1,33594.9,511.753
2014,United States,01000US,Private households,814,410117,5792.53,1,17202.8,290.53
2014,United States,01000US,Administration of human resource programs,923,838779,8229.45,1,51379.5,316.483
2014,United States,01000US,Logging,1133,73644,2180.07,1,35723.4,768.972
2014,United States,01000US,Coal mining,2121,100217,2924.68,1,71241.8,1295.16
2014,United States,01000US,Metal ore mining,2122,49660,2139.21,1,73671.4,1772.34
2014,United States,01000US,Nonmetallic mineral mining & quarrying,2123,85547,2564.56,1,52450.4,1331.05
2014,United States,01000US,Sugar & confectionery products,3113,80688,2844.4,1,47266.6,1381.09
2014,United States,01000US,Fruit & vegetable preserving & specialty food manufacturing,3114,169436,3934.42,1,43467.3,953.409
2014,United States,01000US,Dairy product manufacturing,3115,145442,4002.84,1,48177.6,956.518
2014,United States,01000US,Animal slaughtering & processing,3116,445836,7729.94,1,32994.6,507.116
2014,United States,01000US,Beverage manufacturing,3121,214960,4304.73,1,56055.5,1006.39
2014,United States,01000US,Tobacco manufacturing,3122,19642,1331.54,1,67757.9,3398.74
2014,United States,01000US,"Fiber, yarn, & thread mills",3131,13490,953.813,1,35799.7,3201.62
2014,United States,01000US,Textile & fabric finishing & coating mills,3133,14363,1273.54,1,39438.1,3110.12
2014,United States,01000US,Cut & sew apparel manufacturing,3152,226967,3767.74,1,35883.3,923.508
2014,United States,01000US,Apparel accessories & other apparel manufacturing,3159,9029,967.685,1,41650.7,4693.16
2014,United States,01000US,Footwear manufacturing,3162,26725,1493.99,1,48614.5,3417.44
2014,United States,01000US,Sawmills & wood preservation,3211,116110,3035.69,1,38537.7,836.364
2014,United States,01000US,"Veneer, plywood, & engineered wood products ",3212,36492,1643.26,1,42700.6,1650.79
2014,United States,01000US,"Pulp, paper, & paperboard mills ",3221,198457,3944.28,1,61884.6,860.611
2014,United States,01000US,Printing & related support activities,3231,554377,6979.61,1,45669.4,530.199
2014,United States,01000US,"Resin, synthetic rubber, & fibers & filaments manufacturing   ",3252,183695,4070.46,1,47891.6,792.073
2014,United States,01000US,Agricultural chemical manufacturing,3253,32959,1621.89,1,68205.3,3151.81
2014,United States,01000US,Pharmaceutical & medicine manufacturing,3254,449612,6145.19,1,95639,930.477
2014,United States,01000US,"Paint, coating, & adhesive manufacturing ",3255,63302,1947.11,1,60941.7,1747.61
2014,United States,01000US,"Soap, cleaning compound, & cosmetics manufacturing ",3256,134135,4182.06,1,59884.9,1459.02
2014,United States,01000US,Plastics product manufacturing,3261,345619,6212.24,1,43906.5,553.329
2014,United States,01000US,Glass & glass product manufacturing,3272,133561,3583.07,1,46900.4,1051.24
2014,United States,01000US,Miscellaneous nonmetallic mineral product manufacturing,3279,73152,2533.8,1,48219.1,1285.3
2014,United States,01000US,Aluminum production & processing,3313,68530,2454.69,1,54424.1,1729.04
2014,United States,01000US,Nonferrous metal (except aluminum) production & processing,3314,60724,2310.75,1,52855.4,1337.62
2014,United States,01000US,Foundries,3315,98128,2897.27,1,47944.8,1207.36
2014,United States,01000US,Metal forgings & stampings,3321,59939,1969.8,1,46936.3,1370.25
2014,United States,01000US,Cutlery & hand tool manufacturing,3322,41044,1783.62,1,49120.6,1928.53
2014,United States,01000US,"Machine shops; turned product; screw, nut & bolt manufacturing  ",3327,299776,5086.19,1,45381.7,578.528
2014,United States,01000US,"Coating, engraving, heat treating & allied activities ",3328,81630,2665.35,1,43998.6,1300.38
2014,United States,01000US,Commercial & service industry machinery manufacturing,3333,89610,2711.84,1,59976.1,1592.92
2014,United States,01000US,Metalworking machinery manufacturing,3335,153074,3187.17,1,53026.2,1055.07
2014,United States,01000US,"Engine, turbine, & power transmission equipment manufacturing ",3336,78122,2259.33,1,65323.8,1653.87
2014,United States,01000US,Computer & peripheral equipment manufacturing,3341,206986,4285.91,1,96703.2,1504.12
2014,United States,01000US,"Navigational, measuring, electromedical, & control instruments manufacturing",3345,251960,4593.52,1,74675.6,954.967
2014,United States,01000US,Household appliance manufacturing,3352,67144,2503.24,1,51262.7,1582.4
2014,United States,01000US,Railroad rolling stock manufacturing,3365,30478,1492.35,1,56948.5,2454.79
2014,United States,01000US,Ship & boat building,3366,173000,3655.88,1,54613.2,924.849
2014,United States,01000US,Other transportation equipment manufacturing,3369,35327,2054.96,1,53614.9,2155.55
2014,United States,01000US,Medical equipment & supplies manufacturing,3391,564314,6762.57,1,69423.3,838.439
2014,United States,01000US,Motor vehicle & motor vehicle parts & supplies merchant wholesalers,4231,215835,4718.4,1,45822.3,890.835
2014,United States,01000US,Furniture & home furnishing merchant wholesalers,4232,76911,2759.6,1,52163,1752.93
2014,United States,01000US,Lumber & other construction materials merchant wholesalers,4233,158361,3804.57,1,52215.2,1189.25
2014,United States,01000US,Professional & commercial equipment & supplies merchant wholesalers,4234,342957,5441.93,1,73248.6,1254.19
2014,United States,01000US,Metals & minerals (except petroleum) merchant wholesalers,4235,60754,2245.19,1,62107.4,2080.56
2014,United States,01000US,Household appliances & electrical & electronic goods merchant wholesalers,4236,231183,5120.52,1,65621.8,1145.93
2014,United States,01000US,"Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",4237,155602,3931.51,1,56428.1,1309.42
2014,United States,01000US,"Machinery, equipment, & supplies merchant wholesalers     ",4238,374788,5885.49,1,60483.4,871.173
2014,United States,01000US,Paper & paper products merchant wholesalers,4241,64349,2223.81,1,57705.6,2189.33
2014,United States,01000US,"Apparel, piece goods, & notions merchant wholesalers",4243,125435,3396.29,1,54328.6,1605.21
2014,United States,01000US,Grocery & related product merchant wholesalers,4244,798733,8930.88,1,46759.8,484.754
2014,United States,01000US,Farm product raw material merchant wholesalers,4245,57545,2092.64,1,48706.3,1658.99
2014,United States,01000US,Petroleum & petroleum products merchant wholesalers,4247,115254,3339.42,1,74721.4,2497
2014,United States,01000US,Alcoholic beverages merchant wholesalers,4248,124235,3715.81,1,55130.5,1202.28
2014,United States,01000US,Wholesale electronic markets & agents & brokers,4251,91631,3213.98,1,61891.6,2106.21
2014,United States,01000US,Car Dealers,4411,1121437,10451.9,1,48039.6,428.709
2014,United States,01000US,Other motor vehicle dealers,4412,129319,3229.22,1,43057,995.985
2014,United States,01000US,"Automotive parts, accessories, & tire stores  ",4413,455994,7608.55,1,33283.8,519.196
2014,United States,01000US,Lawn & garden equipment & supplies stores,4442,222370,4352.95,1,35440.8,721.413
2014,United States,01000US,Grocery Stores,4451,2873962,16200.8,1,24566.5,153.772
2014,United States,01000US,Specialty food stores,4452,229305,4704.68,1,27710.9,627.024
2014,United States,01000US,"Beer, wine, & liquor stores ",4453,140836,4336.28,1,32423.3,1000.83
2014,United States,01000US,Clothing stores,4481,1015763,10572.8,1,25208,345.151
2014,United States,01000US,"Jewelry, luggage, & leather goods stores ",4483,161420,4132.01,1,36071.8,873.847
2014,United States,01000US,Miscellaneous general merchandise stores,4529,542880,6253.57,1,25143.1,370.552
2014,United States,01000US,Retail florists,4531,88792,2874.94,1,23790.4,921.587
2014,United States,01000US,Used merchandise stores,4533,194861,3770.48,1,21838.6,761.175
2014,United States,01000US,Miscellaneous retail stores,4539,430529,6176.93,1,32547.8,644.505
2014,United States,01000US,Vending machine operators,4542,41128,2110.84,1,37373.6,2365.02
2014,United States,01000US,Taxi & limousine service,4853,181185,4911.9,1,28864.5,628.05
2014,United States,01000US,Software publishing,5112,82967,2686.57,1,112614,2934.97
2014,United States,01000US,Motion pictures & video industries,5121,355081,5865.33,1,54335.3,1066.19
2014,United States,01000US,Sound recording industries,5122,22446,1423.52,1,57893.1,3565.89
2014,United States,01000US,Wired telecommunications carriers,5171,575852,6986.56,1,69976.6,673.166
2014,United States,01000US,"Data processing, hosting & related services",5182,110465,3375.37,1,72257.5,1915
2014,United States,01000US,Automotive equipment rental & leasing,5321,164355,3646.56,1,37761.9,994.929
2014,United States,01000US,Legal services,5411,1407685,11740.1,1,92839.3,821.487
2014,United States,01000US,"Accounting, tax preparation, bookkeeping & payroll services",5412,880447,9414.37,1,61937.3,702.432
2014,United States,01000US,"Architectural, engineering & related services",5413,1350919,13406.1,1,77014.6,461.151
2014,United States,01000US,Specialized design services,5414,222316,4358.3,1,53672.6,1118.38
2014,United States,01000US,Computer Systems Design,5415,1795893,13048.1,1,90680,421.167
2014,United States,01000US,"Management, scientific & technical consulting services",5416,1210218,11543.9,1,86036.8,699.633
2014,United States,01000US,Scientific research & development services,5417,564897,7257.71,1,81061.5,834.53
2014,United States,01000US,"Advertising, public relations & related services",5418,458250,6059.57,1,72467,992.376
2014,United States,01000US,Employment services,5613,917264,8945.06,1,36430.3,441.833
2014,United States,01000US,Business support services,5614,719932,9080.75,1,35597.9,458.599
2014,United States,01000US,Travel arrangements & reservation services,5615,274220,5144.47,1,48451.1,888.865
2014,United States,01000US,Investigation & security services,5616,747235,8353.62,1,35616,387.633
2014,United States,01000US,Elementary & secondary schools,6111,8551254,45632.1,1,41606.9,79.7129
2014,United States,01000US,Offices of physicians,6211,1549236,12022.7,1,77017.2,765.131
2014,United States,01000US,Offices of dentists,6212,814850,8870.63,1,54170.6,811.41
2014,United States,01000US,Outpatient care centers,6214,1304229,10855.7,1,50144.1,379.584
2014,United States,01000US,Home health care services,6216,1053116,12351,1,28920.1,269.956
2014,United States,01000US,Nursing Care Facilities,6231,1867683,11950.3,1,31776.8,210.039
2014,United States,01000US,Individual & family services,6241,1447098,10217.7,1,32663.4,236.076
2014,United States,01000US,"Community food & housing, & emergency services ",6242,126866,3248.32,1,31920.1,689.959
2014,United States,01000US,Vocational rehabilitation services,6243,190726,4231.71,1,25067,550.071
2014,United States,01000US,Child day care services,6244,1238427,10438.4,1,19697.1,180.34
2014,United States,01000US,Traveler accommodation,7211,1438440,12838,1,29537.7,250.936
2014,United States,01000US,"Drinking places, alcoholic beverages ",7224,230292,5115.58,1,21130.7,467.679
2014,United States,01000US,Electronic & precision equipment repair and maintenance,8112,122472,3451.43,1,46738.5,1298.27
2014,United States,01000US,Commercial & industrial machinery & equipment repair & maintenance,8113,240697,4976.76,1,42235,631.365
2014,United States,01000US,Personal & household goods repair & maintenance,8114,113298,3669.66,1,33236.8,824.187
2014,United States,01000US,"Funeral homes, & cemeteries & crematories ",8122,134447,3400.71,1,39018.4,1015.53
2014,United States,01000US,Drycleaning & laundry services,8123,285595,5496.32,1,27173.9,637.752
2014,United States,01000US,Other personal services,8129,285631,5471.83,1,27301.4,524.951
2014,United States,01000US,Religious organizations,8131,1104000,10987.5,1,30944,233.129
2014,United States,01000US,Sewage treatment facilities,22132,110317,2604.37,1,52951.4,999.516
2014,United States,01000US,Carpet & rug mills,31411,51214,2154.59,1,37863.6,1264.54
2014,United States,01000US,Paperboard container manufacturing,32221,107339,2974.58,1,48853.4,1144.99
2014,United States,01000US,Petroleum refining,32411,187658,4467.86,1,88922.2,1554.52
2014,United States,01000US,Tire manufacturing,32621,73330,2576.17,1,55850.1,1380.62
2014,United States,01000US,"Pottery, ceramics, & plumbing fixture manufacturing  ",32711,22726,1246.86,1,43860.1,2332.57
2014,United States,01000US,Agricultural implement manufacturing,33311,113441,3026.14,1,51869.2,1243.21
2014,United States,01000US,Recyclable material merchant wholesalers,42393,104816,3428.63,1,38390.3,879.679
2014,United States,01000US,Farm supplies merchant wholesalers,42491,41665,1821.25,1,51951.8,2264.15
2014,United States,01000US,Hardware stores,44413,205959,4163.24,1,29532.5,721.628
2014,United States,01000US,Pharmacies & drug stores,44611,908057,8798.84,1,44033.2,558.018
2014,United States,01000US,Shoe stores,44821,172895,3736.01,1,24726.9,844.988
2014,United States,01000US,"Sewing, needlework, & piece goods stores ",45113,53285,1934.52,1,22951.8,1246.31
2014,United States,01000US,Musical instrument & supplies stores,45114,41799,1782.64,1,31255.4,1624.15
2014,United States,01000US,Book stores & news dealers,45121,141637,3565.23,1,23764.8,576.432
2014,United States,01000US,Department stores & discount stores,45211,2347496,15599.3,1,24082.4,163.317
2014,United States,01000US,Office supplies & stationery stores,45321,163576,3988.63,1,38486.9,923.803
2014,United States,01000US,"Gift, novelty, & souvenir shops",45322,145422,3420.57,1,22568.5,710.624
2014,United States,01000US,Other direct selling establishments,45439,109138,3422.29,1,33058.1,1789.51
2014,United States,01000US,Newspaper publishers,51111,265591,4673.02,1,41004.3,790.317
2014,United States,01000US,Libraries & archives,51912,226781,4927.92,1,29857.4,475.707
2014,United States,01000US,"Internet publishing, broadcasting & web search portals",51913,70159,2458.29,1,94928.6,3098.19
2014,United States,01000US,Video tape & disk rental,53223,25640,1585.92,1,30163.5,3495.96
2014,United States,01000US,Veterinary services,54194,307323,4781.96,1,39113.8,674.018
2014,United States,01000US,Landscaping services,56173,901457,12885.5,1,25813.9,293.302
2014,United States,01000US,Offices of chiropractors,62131,118350,3637.88,1,43457.1,2011.15
2014,United States,01000US,Offices of optometrists,62132,115477,3465.05,1,48054.4,1422.71
2014,United States,01000US,Bowling centers,71395,46831,2266.73,1,18640.4,694.505
2014,United States,01000US,Labor unions,81393,71265,2546.46,1,68061.2,1548.22
2014,United States,01000US,Public finance activities,92113,314276,6006.52,1,59830.4,548.772
2014,United States,01000US,Other general government & support,92119,115931,2659.26,1,48808.3,1048.98
2014,United States,01000US,Retail bakeries,311811,159435,4492.48,1,24307.4,716.791
2014,United States,01000US,Clay building material & refractories manufacturing,327120,26391,1696.99,1,50707.8,2404.24
2014,United States,01000US,Household appliance stores,443141,66686,2547.79,1,39701.7,1625.28
2014,United States,01000US,Electronics stores,443142,623363,8220.41,1,53319.2,765.277
2014,United States,01000US,Electronic shopping,454111,119686,3899.64,1,61422,1947.98
2014,United States,01000US,Electronic auctions,454112,13022,1005.12,1,70968.7,5469.26
2014,United States,01000US,Mail-order houses,454113,105807,3197.39,1,41893.4,1343.28
2014,United States,01000US,Fuel dealers,454310,91051,2845.04,1,47156.1,1403.82
2014,United States,01000US,Car washes,811192,146324,4085.86,1,20826.1,634.471
2014,United States,01000US,Barber shops,812111,61208,2491.26,1,22683.4,748.102
2014,United States,01000US,Beauty salons,812112,670449,9166.64,1,22366.1,293.691
2014,United States,01000US,Forestry except logging,113M,48912,2288.86,1,49831.5,1417.27
2014,United States,01000US,"Electric power generation, transmission & distribution",2211P,648817,7448.22,1,78991,580.496
2014,United States,01000US,Natural gas distribution,2212P,116929,3397.63,1,70312.6,1282.81
2014,United States,01000US,"Water, steam, air-conditioning, & irrigation systems",2213M,236223,4803.16,1,51858.4,787.878
2014,United States,01000US,"Electric & gas, and other combinations",221MP,97215,2327.17,1,80735.4,1670.58
2014,United States,01000US,Not specified utilities,22S,26700,1634.16,1,58831.6,2115.99
2014,United States,01000US,"Bakeries & tortilla manufacturing, except retail bakeries",3118Z,208246,4753.75,1,37669.7,750.549
2014,United States,01000US,"Animal food, grain & oilseed milling",311M1,142528,3681.7,1,55428.7,1383.98
2014,United States,01000US,"Seafood & other miscellaneous foods, n.e.c. ",311M2,195889,4415.04,1,46470.1,960.449
2014,United States,01000US,"Not specified food industries, manufacturing",311S,37950,1944.45,1,43550.7,2155.62
2014,United States,01000US,"Fabric mills, except knitting mills",3132Z,106445,2846.17,1,42300.1,1132.59
2014,United States,01000US,"Textile product mills, except carpets & rugs ",314Z,75010,2635.46,1,35211.4,1443.84
2014,United States,01000US,"Leather tanning & finishing, & other allied products manufacturing ",316M,20437,1443.63,1,41092.1,4268.94
2014,United States,01000US,"Knitting fabric mills, & apparel knitting mills ",31M,19690,1355.55,1,33681.5,3107.84
2014,United States,01000US,Prefabricated wood buildings & mobile homes,32199M,32859,1656.14,1,38634.3,1879.21
2014,United States,01000US,Miscellaneous wood products,3219ZM,193711,4021.97,1,37715.3,666.996
2014,United States,01000US,Miscellaneous paper & pulp products,3222M,85384,2755.24,1,53656,1539.35
2014,United States,01000US,Miscellaneous petroleum & coal products,3241M,20366,1204.36,1,65277.4,3964.04
2014,United States,01000US,Industrial & miscellaneous chemicals,325M,398124,6038.14,1,75048.4,909.641
2014,United States,01000US,"Rubber products, except tires, manufacturing ",3262M,71167,2462,1,44343.5,1502.71
2014,United States,01000US,"Cement, concrete, lime, & gypsum product manufacturing ",327M,147112,3929.51,1,49311.8,911.922
2014,United States,01000US,Iron & steel mills & steel product manufacturing,331M,301905,4418.95,1,55961.2,719.743
2014,United States,01000US,Ordnance,33299M,43689,1869.79,1,51063.3,1773.47
2014,United States,01000US,"Structural metals, & boiler, tank, & shipping container manufacturing ",332M,339534,6032.77,1,47789.5,589.759
2014,United States,01000US,Miscellaneous fabricated metal products manufacturing,332MZ,279929,5846.96,1,48821.4,729.015
2014,United States,01000US,"Construction, & mining & oil & gas field machinery manufacturing ",3331M,164657,3387.33,1,62199,1160.47
2014,United States,01000US,"Machinery manufacturing, n.e.c. or not specified",333MS,622808,7513.26,1,56444.3,529.564
2014,United States,01000US,"Communications, & audio & video equipment manufacturing",334M1,160119,3791.85,1,87686.3,1402.87
2014,United States,01000US,"Electronic component & product manufacturing, n.e.c. ",334M2,632699,8100.85,1,82624.9,859.44
2014,United States,01000US,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.",335M,355458,5670.58,1,57964.6,777.675
2014,United States,01000US,Aircraft & parts manufacturing,33641M1,380039,4519.58,1,74187.7,712.742
2014,United States,01000US,Aerospace products & parts manufacturing,33641M2,355891,6331.88,1,87814,696.809
2014,United States,01000US,Motor vehicles & motor vehicle equipment manufacturing,336M,1140180,11455.2,1,53104.7,400.02
2014,United States,01000US,"Sporting & athletic goods, & doll, toy & game manufacturing  ",3399M,101364,3121.46,1,54071.2,1565.05
2014,United States,01000US,"Miscellaneous manufacturing, n.e.c.  ",3399ZM,514505,6116.23,1,46836.8,684.11
2014,United States,01000US,Not specified metal industries,33MS,15829,1256.06,1,41193.3,3591.16
2014,United States,01000US,Not specified manufacturing industries,3MS,404959,7099.19,1,42576.9,675.546
2014,United States,01000US,Miscellaneous durable goods merchant wholesalers,4239Z,124390,3729.42,1,53284.9,1599.37
2014,United States,01000US,Miscellaneous nondurable goods merchant wholesalers,4249Z,211887,4423.83,1,46068.3,981.253
2014,United States,01000US,"Drugs, sundries, & chemical & allied products merchant  wholesalers ",424M,228310,4183.8,1,80679.2,1402.63
2014,United States,01000US,Not specified wholesale trade,42S,87624,2745.16,1,50723.5,1608.71
2014,United States,01000US,Building material & supplies dealers,4441Z,909925,10637.5,1,34707.3,278.519
2014,United States,01000US,"Health & personal care, except drug, stores ",446Z,326367,6889.43,1,39523.1,895.181
2014,United States,01000US,"Sporting goods, and hobby & toy stores ",4511M,437412,6144.82,1,26723.2,497.973
2014,United States,01000US,Bus service & urban transit,485M,528242,6483.28,1,38446.8,430.235
2014,United States,01000US,Not specified retail trade,4MS,430716,6371.96,1,35995.7,681.877
2014,United States,01000US,"Periodical, book, & directory publishers",5111Z,268440,5222.03,1,67631,1136.91
2014,United States,01000US,"Telecommunications, except wired telecommunications carriers ",517Z,376625,5836.96,1,71290.6,918.156
2014,United States,01000US,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals",5191ZM,48183,1876.81,1,98088.6,3913.35
2014,United States,01000US,"Savings institutions, including credit unions ",5221M,270340,5028.9,1,46019.1,668.049
2014,United States,01000US,Nondepository credit & related activities,522M,773101,7878.34,1,72271,883.838
2014,United States,01000US,Banking & related activities,52M1,2059382,16223.2,1,65119.3,430.481
2014,United States,01000US,"Securities, commodities, funds, trusts & other financial investments",52M2,1023968,9641.91,1,119206,1040.4
2014,United States,01000US,Other consumer goods rental,532M,90719,3450.5,1,37355.8,1047.45
2014,United States,01000US,"Commercial, industrial & other intangible assets rental & leasing",53M,103039,3180.18,1,61543.8,1439.87
2014,United States,01000US,"Other professional, scientific & technical services ",5419Z,300415,5022.35,1,55574.7,1123.14
2014,United States,01000US,Services to buildings & dwellings (except cleaning during construction & immediately after construction),5617Z,1065027,10479.3,1,24805.6,267.092
2014,United States,01000US,Other administrative & other support services,561M,291269,5126.34,1,53209.8,988.163
2014,United States,01000US,"Colleges, universities & professional schools, including junior colleges",611M1,4052926,21752.5,1,45169.4,248.456
2014,United States,01000US,"Business, technical & trade schools and training",611M2,102485,2704.05,1,42292.2,1269.65
2014,United States,01000US,Other schools & instruction and educational support services,611M3,559772,6739.7,1,35505.8,526.602
2014,United States,01000US,Offices of other health practitioners,6213ZM,169781,3224.5,1,53401.4,1174.9
2014,United States,01000US,Other health care services,621M,1441384,12124.8,1,55394,446.432
2014,United States,01000US,"Residential care facilities, except skilled nursing facilities",623M,884297,9673.33,1,28206.9,299.385
2014,United States,01000US,Amusement & Recreation,713Z,1860877,14566.2,1,25868.8,247.386
2014,United States,01000US,Recreational vehicle parks & camps and rooming & boarding houses,721M,96681,3390.13,1,21350.5,901.765
2014,United States,01000US,Restaurants & Food Services,722Z,8603631,53604.8,1,18916.4,89.4269
2014,United States,01000US,Automotive repair & maintenance,8111Z,1003138,10344.3,1,36886.1,306.317
2014,United States,01000US,Nail salons & other personal care services,8121M,296895,5934.88,1,20298,419.461
2014,United States,01000US,"Business, professional, political, & similar organizations",8139Z,165673,3696.48,1,63695,1414.99
2014,United States,01000US,"Civic, social, advocacy organizations, & grantmaking & giving services",813M,676225,7912.97,1,43214.5,505.211
2014,United States,01000US,Executive offices & legislative bodies,9211MP,1045135,11379.3,1,52451.2,303.633
2014,United States,01000US,U. S. Army,928110P1,369639,6909.18,1,45589.9,562.135
2014,United States,01000US,U. S. Air Force,928110P2,206081,5070.94,1,47487.7,610.896
2014,United States,01000US,U. S. Navy,928110P3,216745,5143.57,1,46029.1,748.939
2014,United States,01000US,U. S. Marines,928110P4,135300,3810.23,1,36572,756.832
2014,United States,01000US,U. S Coast Guard,928110P5,32278,1953.49,1,50398,1678.06
2014,United States,01000US,U. S. Armed Forces: Branch Not Specified,928110P6,46567,1922.13,1,50545.9,1633.91
2014,United States,01000US,Military Reserves or National Guard,928110P7,24059,1351.4,1,45384.6,1940.99
2014,United States,01000US,National security & international affairs,928P,1141305,9933.92,1,67474.6,386.507
2014,United States,01000US,Administration of environmental quality & housing programs,92M1,257706,5831.98,1,62627,667.467
2014,United States,01000US,Administration of economic programs & space research,92M2,533319,6783.5,1,62864.4,453.731
